Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2017,2018,2019,2020,2021,2022
Belgium,SI3_AGG - MAMTOF - Office and telecom equipment,World,8844,8784,9690,9937,10317,10824
Belgium,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3556,3569,3600,3341,3332,3336
Belgium,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4230,4196,4153,4344,4389,4245
Belgium,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1058,1019,1938,2252,2596,3244
Belgium,SI3_AGG - MAMTTE - Transport equipment,World,52954,55907,58254,51702,54651,56041
Belgium,SI3_AGG - MAMTAU - Automotive products,World,47414,49254,52795,46777,49116,50494
Belgium,SI3_AGG - MATE - Textiles,World,5795,6062,5737,5605,6140,5804
Belgium,SI3_AGG - MACL - Clothing,World,9368,10061,9879,8905,9548,10464
Belize,SI3_AGG - TO - Total merchandise,World,457,451,425,289,423,494
Belize,SI3_AGG - AG - Agricultural products,World,213,183,197,191,235,240
Belize,SI3_AGG - AGFO - Food,World,209,180,195,189,233,238
Belize,SI3_AGG - MI - Fuels and mining products,World,22,27,23,7,14,24
Belize,SI3_AGG - MIFU - Fuels,World,21,26,22,6,11,22
Belize,SI3_AGG - MA - Manufactures,World,43,30,24,13,15,22
Belize,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Belize,SI3_AGG - MACH - Chemicals,World,16,12,8,5,3,4
Belize,SI3_AGG - MACHPH - Pharmaceuticals,World,4,3,1,1,1,0
Belize,SI3_AGG - MAMT - Machinery and transport equipment,World,7,6,4,3,4,5
Belize,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,1,0,1,0
Belize,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,0,0,0
Belize,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,1,0
Belize,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Belize,SI3_AGG - MAMTTE - Transport equipment,World,4,4,2,2,2,3
Belize,SI3_AGG - MAMTAU - Automotive products,World,1,1,1,0,1,1
Belize,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Belize,SI3_AGG - MACL - Clothing,World,2,1,1,0,0,1
Benin,SI3_AGG - TO - Total merchandise,World,2216,3344,3052,2996,3434,3547
Benin,SI3_AGG - AG - Agricultural products,World,583,763,712,676,833,758
Benin,SI3_AGG - AGFO - Food,World,222,304,224,191,175,147
Benin,SI3_AGG - MI - Fuels and mining products,World,23,28,27,38,39,42
Benin,SI3_AGG - MIFU - Fuels,World,18,26,26,38,37,38
Benin,SI3_AGG - MA - Manufactures,World,114,147,96,117,136,91
Benin,SI3_AGG - MAIS - Iron and steel,World,17,42,27,30,59,43
Benin,SI3_AGG - MACH - Chemicals,World,11,7,7,7,8,8
Benin,SI3_AGG - MACHPH - Pharmaceuticals,World,6,4,3,3,4,5
Benin,SI3_AGG - MAMT - Machinery and transport equipment,World,42,54,17,41,33,16
Benin,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,1,2,0,0,0
Benin,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,0,0,0
Benin,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,1,0,0,0,0
Benin,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Benin,SI3_AGG - MAMTTE - Transport equipment,World,7,4,7,5,9,5
Benin,SI3_AGG - MAMTAU - Automotive products,World,5,3,2,3,5,3
Benin,SI3_AGG - MATE - Textiles,World,11,10,10,12,13,11
Benin,SI3_AGG - MACL - Clothing,World,0,1,0,1,1,0
Bermuda,SI3_AGG - TO - Total merchandise,World,18,18,27,19,29,34
Bermuda,SI3_AGG - AG - Agricultural products,World,6,4,4,3,2,3
Bermuda,SI3_AGG - AGFO - Food,World,6,4,4,3,2,3
Bermuda,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MA - Manufactures,World,5,13,23,16,23,10
Bermuda,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MAMT - Machinery and transport equipment,World,2,8,18,3,21,7
Bermuda,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,1,1,0,1,1
Bermuda,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,1,1,0,1,1
Bermuda,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MAMTTE - Transport equipment,World,1,4,15,2,18,2
Bermuda,SI3_AGG - MAMTAU - Automotive products,World,0,1,11,2,5,0
Bermuda,SI3_AGG - MATE - Textiles,World,0,0,2,0,0,0
Bermuda,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Bhutan,SI3_AGG - TO - Total merchandise,World,573,606,674,651,784,724
"Bolivia, Plurinational State of",SI3_AGG - TO - Total merchandise,World,7846,8965,8757,7015,11030,13653
"Bolivia, Plurinational State of",SI3_AGG - AG - Agricultural products,World,1245,1442,1301,1469,2205,3219
"Bolivia, Plurinational State of",SI3_AGG - AGFO - Food,World,1205,1392,1257,1417,2125,3134
"Bolivia, Plurinational State of",SI3_AGG - MI - Fuels and mining products,World,5582,5998,5355,3905,5736,6726
"Bolivia, Plurinational State of",SI3_AGG - MIFU - Fuels,World,2734,3142,2825,2038,2360,3088
"Bolivia, Plurinational State of",SI3_AGG - MA - Manufactures,World,473,479,536,428,584,704
"Bolivia, Plurinational State of",SI3_AGG - MAIS - Iron and steel,World,2,1,3,0,4,1
"Bolivia, Plurinational State of",SI3_AGG - MACH - Chemicals,World,91,180,184,115,166,404
"Bolivia, Plurinational State of",SI3_AGG - MACHPH - Pharmaceuticals,World,2,2,1,2,2,3
"Bolivia, Plurinational State of",SI3_AGG - MAMT - Machinery and transport equipment,World,123,84,114,106,74,63
"Bolivia, Plurinational State of",SI3_AGG - MAMTOF - Office and telecom equipment,World,10,7,4,6,7,4
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,7,4,1,4,4,2
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,3,2,2,3,1
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
"Bolivia, Plurinational State of",SI3_AGG - MAMTTE - Transport equipment,World,18,22,39,38,18,6
"Bolivia, Plurinational State of",SI3_AGG - MAMTAU - Automotive products,World,5,11,7,8,7,1
"Bolivia, Plurinational State of",SI3_AGG - MATE - Textiles,World,12,14,19,14,22,31
"Bolivia, Plurinational State of",SI3_AGG - MACL - Clothing,World,7,9,5,3,5,4
"Bonaire, Sint Eustatius and Saba",SI3_AGG - TO - Total merchandise,World,1,1,1,1,1,1
Bosnia and Herzegovina,SI3_AGG - TO - Total merchandise,World,6402,7182,6578,6155,8614,9674
Bosnia and Herzegovina,SI3_AGG - AG - Agricultural products,World,939,874,774,803,972,1016
Bosnia and Herzegovina,SI3_AGG - AGFO - Food,World,579,496,454,498,548,566
Bosnia and Herzegovina,SI3_AGG - MI - Fuels and mining products,World,1081,1334,989,754,1558,2037
Bosnia and Herzegovina,SI3_AGG - MIFU - Fuels,World,533,702,532,415,735,966
Bosnia and Herzegovina,SI3_AGG - MA - Manufactures,World,4235,4850,4691,4500,5940,6488
Bosnia and Herzegovina,SI3_AGG - MAIS - Iron and steel,World,258,324,291,224,393,347
Bosnia and Herzegovina,SI3_AGG - MACH - Chemicals,World,517,555,522,482,631,747
Bosnia and Herzegovina,SI3_AGG - MACHPH - Pharmaceuticals,World,81,90,79,78,83,70
Bosnia and Herzegovina,SI3_AGG - MAMT - Machinery and transport equipment,World,920,1075,1113,1097,1438,1562
Bosnia and Herzegovina,SI3_AGG - MAMTOF - Office and telecom equipment,World,25,24,29,25,36,25
Bosnia and Herzegovina,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,11,11,10,10,12,12
Bosnia and Herzegovina,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,4,8,6,10,11
Bosnia and Herzegovina,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,10,9,10,9,14,2
Bosnia and Herzegovina,SI3_AGG - MAMTTE - Transport equipment,World,275,311,298,277,347,392
Bosnia and Herzegovina,SI3_AGG - MAMTAU - Automotive products,World,171,197,193,168,206,240
Bosnia and Herzegovina,SI3_AGG - MATE - Textiles,World,65,62,60,76,69,70
Bosnia and Herzegovina,SI3_AGG - MACL - Clothing,World,272,328,316,285,347,369
Botswana,SI3_AGG - TO - Total merchandise,World,5870,6575,5237,4262,7422,8323
Botswana,SI3_AGG - AG - Agricultural products,World,109,127,100,90,137,157
Botswana,SI3_AGG - AGFO - Food,World,104,121,91,85,131,154
Botswana,SI3_AGG - MI - Fuels and mining products,World,161,81,57,82,216,474
Botswana,SI3_AGG - MIFU - Fuels,World,9,13,16,17,29,58
Botswana,SI3_AGG - MA - Manufactures,World,5595,6367,5079,4090,7068,7692
Botswana,SI3_AGG - MAIS - Iron and steel,World,5,6,9,7,9,8
Botswana,SI3_AGG - MACH - Chemicals,World,70,83,67,74,89,101
Botswana,SI3_AGG - MACHPH - Pharmaceuticals,World,6,11,8,11,14,21
Botswana,SI3_AGG - MAMT - Machinery and transport equipment,World,234,256,189,171,217,266
Botswana,SI3_AGG - MAMTOF - Office and telecom equipment,World,12,16,10,12,11,13
Botswana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,5,2,1,2,3
Botswana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8,10,7,9,7,10
Botswana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,0,1,1,3,0
Botswana,SI3_AGG - MAMTTE - Transport equipment,World,58,72,44,28,44,53
Botswana,SI3_AGG - MAMTAU - Automotive products,World,26,41,36,23,34,31
Botswana,SI3_AGG - MATE - Textiles,World,16,20,13,13,17,20
Botswana,SI3_AGG - MACL - Clothing,World,2,4,2,2,5,7
Brazil,SI3_AGG - TO - Total merchandise,World,214988,231890,221127,209180,280815,334136
Brazil,SI3_AGG - AG - Agricultural products,World,87792,92906,89086,93237,111086,147984
Brazil,SI3_AGG - AGFO - Food,World,77612,80324,76346,81391,97659,132205
Brazil,SI3_AGG - MI - Fuels and mining products,World,46850,58914,61605,58658,93874,96815
Brazil,SI3_AGG - MIFU - Fuels,World,18723,29609,30314,24873,38353,56851
Brazil,SI3_AGG - MA - Manufactures,World,74393,74691,66400,52064,70168,84149
Brazil,SI3_AGG - MAIS - Iron and steel,World,11281,12598,11545,9066,14514,17406
Brazil,SI3_AGG - MACH - Chemicals,World,11911,12134,11419,10095,12907,16119
Brazil,SI3_AGG - MACHPH - Pharmaceuticals,World,1326,1254,1231,1143,1190,1507
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,35613,34519,28866,20620,26150,32176
Brazil,SI3_AGG - MAMTOF - Office and telecom equipment,World,829,895,830,691,755,947
Brazil,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,388,420,344,245,263,330
Brazil,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,254,280,348,289,327,504
Brazil,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,187,195,139,157,164,112
Brazil,SI3_AGG - MAMTTE - Transport equipment,World,20614,18852,15160,10941,13679,17395
Brazil,SI3_AGG - MAMTAU - Automotive products,World,14739,13032,9659,7253,9271,12419
Brazil,SI3_AGG - MATE - Textiles,World,799,745,697,622,845,913
Brazil,SI3_AGG - MACL - Clothing,World,153,148,160,122,168,205
BRIC members,SI3_AGG - TO - Total merchandise,World,3130519,3487277,3464644,3409072,4528753,4969387
BRICS members,SI3_AGG - TO - Total merchandise,World,3219465,3581247,3554660,3494906,4652325,5092288
Brunei Darussalam,SI3_AGG - TO - Total merchandise,World,5571,6574,7039,6608,11058,14230
Brunei Darussalam,SI3_AGG - AG - Agricultural products,World,13,16,13,12,43,46
Brunei Darussalam,SI3_AGG - AGFO - Food,World,11,13,11,10,40,45
Brunei Darussalam,SI3_AGG - MI - Fuels and mining products,World,5004,6001,6435,5392,8728,11453
Brunei Darussalam,SI3_AGG - MIFU - Fuels,World,4989,5982,6412,5387,8699,11423
Brunei Darussalam,SI3_AGG - MA - Manufactures,World,533,547,585,1192,2272,2722
Brunei Darussalam,SI3_AGG - MAIS - Iron and steel,World,7,38,31,8,10,10
Brunei Darussalam,SI3_AGG - MACH - Chemicals,World,202,247,247,1104,1996,2488
Brunei Darussalam,SI3_AGG - MACHPH - Pharmaceuticals,World,0,1,1,0,1,2
Brunei Darussalam,SI3_AGG - MAMT - Machinery and transport equipment,World,140,172,229,50,215,132
Brunei Darussalam,SI3_AGG - MAMTOF - Office and telecom equipment,World,11,11,6,3,5,7
Brunei Darussalam,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4,3,2,2,3,3
Brunei Darussalam,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,7,3,1,2,3
Brunei Darussalam,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,1,1,2
Brunei Darussalam,SI3_AGG - MAMTTE - Transport equipment,World,48,64,69,21,153,66
Brunei Darussalam,SI3_AGG - MAMTAU - Automotive products,World,5,5,9,5,15,4
Brunei Darussalam,SI3_AGG - MATE - Textiles,World,1,1,1,1,1,0
Brunei Darussalam,SI3_AGG - MACL - Clothing,World,11,9,6,7,6,6
Bulgaria,SI3_AGG - TO - Total merchandise,World,31438,33617,33340,31954,41157,50239
Bulgaria,SI3_AGG - AG - Agricultural products,World,5017,5422,5644,5620,7371,8852
Bulgaria,SI3_AGG - AGFO - Food,World,4602,4946,5221,5283,6954,8407
Bulgaria,SI3_AGG - MI - Fuels and mining products,World,7452,7599,7360,6160,8615,12755
Bulgaria,SI3_AGG - MIFU - Fuels,World,2982,2844,3084,1441,2293,6153
Bulgaria,SI3_AGG - MA - Manufactures,World,17470,19513,19451,19201,24226,26609
Bulgaria,SI3_AGG - MAIS - Iron and steel,World,1087,1256,808,747,1316,1297
Bulgaria,SI3_AGG - MACH - Chemicals,World,3123,3453,3667,3744,4841,5916
Bulgaria,SI3_AGG - MACHPH - Pharmaceuticals,World,1009,1104,1163,1205,1211,1204
Bulgaria,SI3_AGG - MAMT - Machinery and transport equipment,World,6600,7635,7825,7578,9421,10273
Bulgaria,SI3_AGG - MAMTOF - Office and telecom equipment,World,792,993,965,1002,1252,1363
Bulgaria,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,248,311,295,286,318,389
Bulgaria,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,302,354,414,439,530,468
Bulgaria,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,242,329,257,277,404,505
Bulgaria,SI3_AGG - MAMTTE - Transport equipment,World,1116,1249,1367,1431,1720,1839
Bulgaria,SI3_AGG - MAMTAU - Automotive products,World,584,595,661,632,703,726
Bulgaria,SI3_AGG - MATE - Textiles,World,529,548,525,589,709,734
Bulgaria,SI3_AGG - MACL - Clothing,World,1628,1654,1557,1342,1377,1400
Burkina Faso,SI3_AGG - TO - Total merchandise,World,2875,3254,3239,4372,5043,4518
Burkina Faso,SI3_AGG - AG - Agricultural products,World,763,796,677,561,797,848
Burkina Faso,SI3_AGG - AGFO - Food,World,393,475,323,297,341,383
Burkina Faso,SI3_AGG - MI - Fuels and mining products,World,185,218,180,130,187,97
Burkina Faso,SI3_AGG - MIFU - Fuels,World,14,27,20,13,13,32
Burkina Faso,SI3_AGG - MA - Manufactures,World,92,110,134,120,159,236
Burkina Faso,SI3_AGG - MAIS - Iron and steel,World,7,15,14,17,20,39
Burkina Faso,SI3_AGG - MACH - Chemicals,World,9,23,15,15,15,18
Burkina Faso,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,1,1,1,1
Burkina Faso,SI3_AGG - MAMT - Machinery and transport equipment,World,56,52,83,49,73,74
Burkina Faso,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,2,2,2,1
Burkina Faso,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,0,0,0
Burkina Faso,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,1,1
Burkina Faso,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,0,1,1,0
Burkina Faso,SI3_AGG - MAMTTE - Transport equipment,World,25,23,45,18,31,30
Burkina Faso,SI3_AGG - MAMTAU - Automotive products,World,15,8,13,11,27,19
Burkina Faso,SI3_AGG - MATE - Textiles,World,6,5,4,5,5,5
Burkina Faso,SI3_AGG - MACL - Clothing,World,1,0,1,1,2,0
Burundi,SI3_AGG - TO - Total merchandise,World,172,180,180,162,165,199
Burundi,SI3_AGG - AG - Agricultural products,World,89,89,81,81,78,112
Burundi,SI3_AGG - AGFO - Food,World,89,88,81,80,76,111
Burundi,SI3_AGG - MI - Fuels and mining products,World,9,22,18,12,19,15
Burundi,SI3_AGG - MIFU - Fuels,World,0,7,5,3,4,7
Burundi,SI3_AGG - MA - Manufactures,World,15,13,15,22,26,28
Burundi,SI3_AGG - MAIS - Iron and steel,World,1,1,3,9,9,9
Burundi,SI3_AGG - MACH - Chemicals,World,2,3,1,1,1,2
Burundi,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Burundi,SI3_AGG - MAMT - Machinery and transport equipment,World,2,3,6,3,4,4
Burundi,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,1,0
Burundi,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Burundi,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Burundi,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Burundi,SI3_AGG - MAMTTE - Transport equipment,World,1,2,3,1,1,2
Burundi,SI3_AGG - MAMTAU - Automotive products,World,1,1,2,1,1,2
Burundi,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Burundi,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Cabo Verde,SI3_AGG - TO - Total merchandise,World,50,76,62,53,55,46
Cabo Verde,SI3_AGG - AG - Agricultural products,World,39,63,50,36,38,33
Cabo Verde,SI3_AGG - AGFO - Food,World,39,63,50,36,38,33
Cabo Verde,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0
Cabo Verde,SI3_AGG - MIFU - Fuels,World,,,0,0,0,0
Cabo Verde,SI3_AGG - MA - Manufactures,World,11,12,12,17,8,9
Cabo Verde,SI3_AGG - MAIS - Iron and steel,World,,,0,0,0,0
Cabo Verde,SI3_AGG - MACH - Chemicals,World,,0,0,9,0,0
Cabo Verde,SI3_AGG - MACHPH - Pharmaceuticals,World,,,0,9,0,0
Cabo Verde,SI3_AGG - MAMT - Machinery and transport equipment,World,,0,0,0,0,0
Cabo Verde,SI3_AGG - MAMTOF - Office and telecom equipment,World,,0,0,0,0,0
Cabo Verde,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,0,0,0,0,0
Cabo Verde,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,0,0,0,0
Cabo Verde,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,0,0,0,0
Cabo Verde,SI3_AGG - MAMTTE - Transport equipment,World,,0,0,0,0,0
Cabo Verde,SI3_AGG - MAMTAU - Automotive products,World,,0,0,0,0,0
Cabo Verde,SI3_AGG - MATE - Textiles,World,0,,0,0,0,0
Cabo Verde,SI3_AGG - MACL - Clothing,World,6,7,7,4,4,5
Cambodia,SI3_AGG - TO - Total merchandise,World,11278,12700,14825,17716,19307,22472
Cambodia,SI3_AGG - AG - Agricultural products,World,861,935,930,1095,1353,1431
Cambodia,SI3_AGG - AGFO - Food,World,539,655,680,789,905,985
Cambodia,SI3_AGG - MI - Fuels and mining products,World,32,35,72,99,173,230
Cambodia,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Cambodia,SI3_AGG - MA - Manufactures,World,10160,11695,13431,13509,15912,18682
Cambodia,SI3_AGG - MAIS - Iron and steel,World,11,18,16,23,43,34
Cambodia,SI3_AGG - MACH - Chemicals,World,176,99,82,72,120,147
Cambodia,SI3_AGG - MACHPH - Pharmaceuticals,World,11,8,8,12,14,20
Cambodia,SI3_AGG - MAMT - Machinery and transport equipment,World,900,1011,1138,1494,1984,3235
Cambodia,SI3_AGG - MAMTOF - Office and telecom equipment,World,165,181,143,293,435,1194
Cambodia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,158,150,107,125,136,117
Cambodia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,30,4,2,11,53
Cambodia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,31,166,288,1025
Cambodia,SI3_AGG - MAMTTE - Transport equipment,World,385,418,464,580,719,1053
Cambodia,SI3_AGG - MAMTAU - Automotive products,World,20,32,38,35,33,39
Cambodia,SI3_AGG - MATE - Textiles,World,154,172,198,277,331,293
Cambodia,SI3_AGG - MACL - Clothing,World,7056,7859,8328,7548,8126,9122
Cameroon,SI3_AGG - TO - Total merchandise,World,3233,3803,4084,3132,4317,5900
Cameroon,SI3_AGG - AG - Agricultural products,World,1412,1517,1499,1396,1714,1716
Cameroon,SI3_AGG - AGFO - Food,World,716,746,803,752,914,822
Cameroon,SI3_AGG - MI - Fuels and mining products,World,1569,2052,2322,1521,2314,3478
Cameroon,SI3_AGG - MIFU - Fuels,World,1418,1913,2205,1417,2227,3388
Cameroon,SI3_AGG - MA - Manufactures,World,251,234,253,215,266,321
Cameroon,SI3_AGG - MAIS - Iron and steel,World,20,23,29,35,42,6
Cameroon,SI3_AGG - MACH - Chemicals,World,69,74,73,70,68,79
Cameroon,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,2,2,1,2
Cameroon,SI3_AGG - MAMT - Machinery and transport equipment,World,43,30,43,17,46,58
Cameroon,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,6,8,1,2,2
Cameroon,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,7,0,1,1
Cameroon,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,6,1,0,1,1
Cameroon,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Cameroon,SI3_AGG - MAMTTE - Transport equipment,World,13,5,11,4,14,19
Cameroon,SI3_AGG - MAMTAU - Automotive products,World,5,2,9,2,11,16
Cameroon,SI3_AGG - MATE - Textiles,World,6,2,8,3,4,3
Cameroon,SI3_AGG - MACL - Clothing,World,1,0,0,0,0,0
Canada,SI3_AGG - TO - Total merchandise,World,420665,452313,448817,390763,507615,599056
Canada,SI3_AGG - AG - Agricultural products,World,66585,69134,64990,69676,87471,91455
Canada,SI3_AGG - AGFO - Food,World,48949,50433,49789,54609,64965,70631
